country,code,territory_code,region,year,total_population ,hospials_per_capita,cases_per_100k,total_cases,m_0to14_cases,m_15to34_cases,m_35to54_cases,m_55plus_cases,total_male_cases,f_0to14_cases,f_15to34_cases,f_35to54_cases,f_55plus_cases,total_female_cases,recovery_rate,economic_impact,case_severity,time_interval,prevelance_detection,prevelance_per_100k_ex_HIV,total_prevelance_ex_HIV,prevelance_per_100k_in_HIV,total_prevelance_in_HIV,death_detection,incidence_per_100k,total_incidence,incidence_per_100k_pos_HIV,total_incidence_pos_HIV,total_detection_rate
Ethiopia,ETH,231,AFR,1996,58815116,0.95,477,280000,9476,22768,39673,54215,126133,8715,28654,47365,69132,153867,76.28,high,mild,Recovery,survey imputed,120,71000,43,25000,Indirect,426,250000,70,41000,17
Ethiopia,ETH,231,AFR,1997,60584273,8.95,472,290000,13481,32391,49466,70896,166234,7220,22566,38454,55526,123766,81.24,medium,mild,Recovery,survey imputed,118,71000,48,29000,Indirect,431,260000,79,48000,23
Ethiopia,ETH,231,AFR,1998,62353942,2,464,290000,12878,30666,48712,69915,162172,10017,25588,39917,52306,127828,87.88,high,moderate,Recovery,survey imputed,114,71000,52,32000,Indirect,432,270000,86,53000,26
Ethiopia,ETH,231,AFR,1999,64158887,3.3,446,290000,9816,27489,46730,64755,148790,11757,27101,43426,58925,141210,92.05,low,mild,Advanced Infection,survey imputed,108,69000,53,34000,Indirect,429,280000,90,58000,26
Ethiopia,ETH,231,AFR,2000,66024199,2.34,429,280000,9200,29038,54671,74172,167081,9814,22111,35101,45892,112919,88.09,high,severe,Advanced Infection,survey imputed,102,67000,52,34000,Indirect,421,280000,91,60000,33
Ethiopia,ETH,231,AFR,2001,67956866,3.61,408,280000,9708,25338,38773,53578,127397,11708,28453,46235,66208,152603,67.7,low,moderate,Advanced Infection,survey imputed,95,64000,49,33000,Indirect,409,280000,89,60000,34
Ethiopia,ETH,231,AFR,2002,69948344,0.79,390,270000,11302,23853,39818,56356,131329,8438,24325,44054,61855,138671,99.84,medium,mild,Recovery,survey imputed,87,61000,44,31000,Indirect,393,280000,84,59000,40
Ethiopia,ETH,231,AFR,2003,71989666,5.24,370,270000,8795,25493,39399,56428,130115,11632,29177,42140,56936,139885,71.73,medium,moderate,Early Detection,survey imputed,79,57000,39,28000,Indirect,376,270000,78,56000,43
Ethiopia,ETH,231,AFR,2004,74066147,0.77,350,260000,11874,28808,44692,62187,147560,7853,20088,35978,48522,112440,51.22,medium,mild,Recovery,survey imputed,72,53000,33,25000,Indirect,358,270000,70,52000,46
Ethiopia,ETH,231,AFR,2005,76167240,8.02,331,250000,8829,24363,39086,52056,124333,9142,25332,38760,52433,125667,68.13,low,severe,Early Detection,survey imputed,66,50000,28,21000,Indirect,341,260000,63,48000,48
Ethiopia,ETH,231,AFR,2006,78290649,2.41,314,250000,7851,23407,39042,51696,121997,8499,23165,39895,56444,128003,56.39,medium,moderate,Advanced Infection,survey imputed,60,47000,22,18000,Indirect,325,250000,55,43000,48
Ethiopia,ETH,231,AFR,2007,80440708,5.45,296,240000,10558,26616,39829,52095,129099,10048,21446,32765,46641,110901,56.07,medium,mild,Advanced Infection,survey imputed,55,44000,18,14000,Indirect,310,250000,47,38000,52
Ethiopia,ETH,231,AFR,2008,82621190,8.81,280,230000,7977,23276,40056,54756,126065,7967,21046,30783,44140,103935,64.08,low,mild,Advanced Infection,survey imputed,50,42000,14,12000,Indirect,296,240000,41,34000,58
Ethiopia,ETH,231,AFR,2009,84838032,6.54,264,220000,10174,24608,37357,48799,120937,7635,18764,29948,42716,99063,52.67,high,severe,Early Detection,survey imputed,46,39000,12,9800,Indirect,282,240000,36,31000,62
Ethiopia,ETH,231,AFR,2010,87095281,5.38,250,220000,5958,18693,34104,48683,107438,9238,21600,33108,48616,112562,84.43,medium,severe,Early Detection,survey imputed,42,37000,9.4,8200,Indirect,268,230000,32,28000,66
Ethiopia,ETH,231,AFR,2011,89393063,3.31,237,210000,8226,21640,33681,47013,110559,6880,19204,31353,42003,99441,53.7,high,mild,Recovery,survey,39,34000,7.8,6900,Indirect,253,230000,28,25000,69
Ethiopia,ETH,231,AFR,2012,91728849,3.4,224,210000,7306,18837,31585,41103,98831,6514,18702,34965,50988,111169,60.16,high,mild,Recovery,survey imputed,35,32000,6.6,6100,Indirect,239,220000,26,24000,66
Ethiopia,ETH,231,AFR,2013,94100756,6.73,211,200000,6639,20271,37516,50918,115344,5484,15347,25396,38429,84656,54.64,medium,moderate,Recovery,survey imputed,32,30000,5.9,5600,Indirect,224,210000,24,22000,62
Fiji,FJI,242,WPR,1990,728339,9.94,165,1200,39,120,182,253,594,32,118,188,268,606,53.16,medium,moderate,Advanced Infection,predicted,5.7,41,0,0,VR imputed,84,620,0.02,0.14,37
Fiji,FJI,242,WPR,1991,735209,6.65,158,1200,51,130,217,312,710,42,97,151,200,490,63.39,low,mild,Recovery,predicted,5.5,40,0,0,VR imputed,81,590,0.04,0.28,42
Fiji,FJI,242,WPR,1992,744340,5.62,151,1100,52,106,184,238,580,35,95,162,228,520,78.59,low,severe,Advanced Infection,predicted,5.3,39,0.07,0.49,VR imputed,77,580,0.06,0.46,42
Fiji,FJI,242,WPR,1993,754923,7.33,145,1100,46,123,198,289,655,38,81,137,189,445,98.23,medium,moderate,Early Detection,predicted,5.1,38,0.07,0.51,VR imputed,74,560,0.09,0.71,33
Fiji,FJI,242,WPR,1994,765664,4.71,138,1100,46,107,162,234,550,46,106,167,231,550,93.78,high,mild,Advanced Infection,predicted,4.9,37,0.07,0.53,VR imputed,71,540,0.15,1.1,42
Fiji,FJI,242,WPR,1995,775587,0.7,132,1000,42,96,162,226,526,37,95,148,193,474,93.8,low,severe,Advanced Infection,predicted,4.7,36,0.14,1.1,VR imputed,67,520,0.21,1.6,39
Fiji,FJI,242,WPR,1996,784647,5.67,126,990,29,92,143,199,463,38,93,163,233,527,58.8,low,severe,Advanced Infection,predicted,4.5,35,0.14,1.1,VR imputed,64,500,0.28,2.2,40
Fiji,FJI,242,WPR,1997,793098,9.58,120,960,36,95,153,209,493,32,87,146,203,467,63.25,medium,mild,Early Detection,predicted,4.3,34,0.22,1.7,VR imputed,61,490,0.36,2.9,35
Fiji,FJI,242,WPR,1998,800616,1.84,115,920,33,94,143,199,469,31,88,137,194,451,53.82,medium,mild,Early Detection,predicted,4.1,33,0.29,2.3,VR imputed,59,470,0.44,3.5,35
Fiji,FJI,242,WPR,1999,806857,6.93,109,880,39,105,155,219,518,25,70,115,153,362,88.92,medium,moderate,Recovery,predicted,3.9,32,0.37,3,VR,56,450,0.54,4.4,43
Fiji,FJI,242,WPR,2000,811647,2.09,103,830,30,72,120,176,398,27,79,132,194,432,53.49,medium,mild,Recovery,predicted,3.7,30,0.37,3,VR imputed,53,430,0.56,4.6,33
Fiji,FJI,242,WPR,2001,814700,5.4,97,790,23,72,120,161,376,37,73,125,179,414,77.83,low,moderate,Recovery,predicted,3.5,29,0.38,3.1,VR imputed,51,410,0.59,4.8,44
Fiji,FJI,242,WPR,2002,816237,1.06,92,750,28,79,121,162,390,26,71,114,149,360,62.39,low,severe,Early Detection,predicted,3.4,27,0.38,3.1,VR imputed,48,390,0.63,5.1,38
Fiji,FJI,242,WPR,2003,817224,4.56,88,720,31,78,132,187,427,17,58,94,124,293,62.17,low,moderate,Early Detection,predicted,3.2,26,0.38,3.1,VR imputed,45,370,0.6,4.9,50
Fiji,FJI,242,WPR,2004,818995,7.59,84,690,22,75,120,170,386,25,62,93,124,304,99.54,high,mild,Early Detection,predicted,3,25,0.31,2.6,VR imputed,43,360,0.61,5,38
Fiji,FJI,242,WPR,2005,822484,3.54,84,690,26,66,112,151,355,22,66,104,143,335,87.84,low,moderate,Early Detection,predicted,2.9,24,0.25,2,VR imputed,43,350,0.57,4.7,38
Fiji,FJI,242,WPR,2006,828060,6.68,84,690,27,65,108,144,344,24,64,107,151,346,91.85,low,severe,Early Detection,predicted,2.7,23,0.26,2.1,VR imputed,42,350,0.63,5.2,32
Fiji,FJI,242,WPR,2007,835392,7.97,84,700,34,74,112,149,368,23,60,106,142,332,78.6,medium,severe,Advanced Infection,predicted,2.6,22,0.37,3.1,VR imputed,43,360,0.65,5.4,26
Fiji,FJI,242,WPR,2008,843851,9.28,85,720,23,70,120,169,382,18,64,108,149,338,93.55,low,mild,Recovery,predicted,2.5,21,0.4,3.4,VR imputed,44,370,0.74,6.2,29
Fiji,FJI,242,WPR,2009,852479,2.42,87,740,26,75,123,162,386,29,65,110,149,354,82.27,low,moderate,Advanced Infection,predicted,2.3,20,0.44,3.7,VR,45,380,0.82,7,37
Fiji,FJI,242,WPR,2010,860559,4.05,89,760,30,79,131,186,427,32,67,100,134,333,97.31,low,mild,Recovery,predicted,2.9,25,0.37,3.1,VR imputed,47,410,0.91,7.8,47
Fiji,FJI,242,WPR,2011,867921,1.61,92,800,37,85,133,180,436,25,65,114,161,364,64.07,medium,mild,Advanced Infection,predicted,3.7,32,0.41,3.6,VR,50,430,1,8.9,50
Fiji,FJI,242,WPR,2012,874742,9.93,95,830,34,88,138,177,437,33,75,117,168,393,79.77,low,severe,Early Detection,predicted,4.2,36,0.16,1.4,VR,53,460,1.1,10,45
Fiji,FJI,242,WPR,2013,881065,9.28,100,880,38,85,144,189,455,32,83,135,176,425,84.51,low,moderate,Recovery,predicted,4.2,37,0.18,1.6,VR imputed,57,500,1.2,11,51
Finland,FIN,246,EUR,1990,4986705,5.45,23,1200,57,127,213,295,692,28,93,163,224,508,69.65,high,mild,Advanced Infection,predicted,2.5,130,0,0,VR,18,880,0.02,1.2,88
Finland,FIN,246,EUR,1991,5009381,8.44,21,1100,45,116,189,266,615,36,90,153,206,485,93.99,high,severe,Recovery,predicted,1.6,81,0,0,VR,17,830,0.02,1.2,93
Finland,FIN,246,EUR,1992,5034898,5.26,20,980,47,106,168,237,558,34,79,125,184,422,98.99,high,mild,Early Detection,predicted,1.8,92,0,0,VR,16,780,0.02,1.2,90
Finland,FIN,246,EUR,1993,5061465,6.27,18,920,32,107,168,236,543,31,79,115,152,377,74.69,high,moderate,Early Detection,predicted,1.6,82,0,0,VR,15,750,0.03,1.3,73
Finland,FIN,246,EUR,1994,5086499,0.98,17,880,27,86,140,198,451,34,82,132,182,429,69.53,medium,mild,Recovery,predicted,1.5,78,0,0,VR,14,720,0.03,1.3,77
Finland,FIN,246,EUR,1995,5108176,7.58,17,860,37,89,142,193,461,21,73,126,179,399,73.6,high,moderate,Recovery,predicted,1.8,92,0,0,VR,14,700,0.03,1.4,95
Finland,FIN,246,EUR,1996,5126021,1.36,17,850,26,82,137,177,422,25,74,135,194,428,92.64,low,severe,Early Detection,predicted,2.1,110,0,0,VR,13,690,0.02,1.2,94
Finland,FIN,246,EUR,1997,5140755,8.28,17,850,31,93,149,202,476,29,65,116,164,374,82.27,high,severe,Early Detection,predicted,1.5,77,0,0,VR,13,680,0.02,1.3,85
Finland,FIN,246,EUR,1998,5153229,7.84,17,850,32,88,138,198,457,28,73,124,168,393,52.24,medium,mild,Early Detection,predicted,1.1,59,0,0,VR,13,670,0.03,1.3,94
Finland,FIN,246,EUR,1999,5164780,7.12,16,850,33,81,135,178,426,36,79,130,180,424,77.11,high,severe,Advanced Infection,predicted,1.3,67,0,0,VR,13,650,0.03,1.4,87
Finland,FIN,246,EUR,2000,5176482,0.46,16,820,29,89,136,180,435,33,77,117,158,385,50.87,high,mild,Recovery,predicted,1.6,84,0,0,VR,12,620,0.03,1.4,85
Finland,FIN,246,EUR,2001,5188330,3.1,14,750,26,80,120,159,384,18,66,119,162,366,88.93,medium,mild,Early Detection,predicted,1,53,0,0,VR,11,570,0.03,1.3,81
Finland,FIN,246,EUR,2002,5200259,2.7,13,660,27,76,116,152,371,16,47,93,133,289,66.42,medium,moderate,Recovery,predicted,1.1,57,0,0,VR,9.8,510,0.02,1.2,88
Finland,FIN,246,EUR,2003,5213213,3.67,11,580,20,64,97,146,327,20,45,81,107,253,73.6,medium,mild,Advanced Infection,predicted,0.93,48,0,0,VR,8.6,450,0.02,1.1,88
Finland,FIN,246,EUR,2004,5228340,0.97,9.4,490,15,49,85,122,271,16,39,68,95,219,89.93,medium,moderate,Advanced Infection,predicted,0.56,29,0,0,VR,7.6,400,0.02,1.1,80
Finland,FIN,246,EUR,2005,5246368,9.38,8.2,430,17,41,71,97,227,18,41,59,85,203,52.32,medium,mild,Early Detection,predicted,0.73,38,0,0,VR,6.9,360,0.02,1,94
Finland,FIN,246,EUR,2006,5267817,5.58,7.9,410,14,38,67,91,210,12,39,63,86,200,57.93,medium,moderate,Recovery,predicted,0.4,21,0,0,VR,6.6,350,0.02,1,80
Finland,FIN,246,EUR,2007,5292261,3.12,8.3,440,14,41,63,90,208,20,43,72,96,232,69.9,low,severe,Advanced Infection,predicted,0.51,27,0,0,VR,6.7,350,0.02,1.1,85
Finland,FIN,246,EUR,2008,5318297,4.03,9.1,480,15,41,78,114,248,14,46,70,102,232,61.5,high,mild,Recovery,predicted,0.51,27,0,0,VR,6.9,370,0.02,1.2,90
Finland,FIN,246,EUR,2009,5343927,4.53,9.8,520,14,55,84,122,274,14,44,78,110,246,66.9,high,moderate,Recovery,predicted,0.47,25,0,0,VR,7.1,380,0.03,1.3,110
Finland,FIN,246,EUR,2010,5367693,6.05,10,540,23,60,95,121,300,17,47,72,104,240,99.91,medium,mild,Early Detection,predicted,0.32,17,0,0,VR,7.1,380,0.03,1.4,81
Finland,FIN,246,EUR,2011,5389084,5.21,9.5,510,21,47,81,107,255,14,45,79,118,255,91.27,medium,moderate,Advanced Infection,predicted,0.41,22,0,0,VR,6.8,370,0.03,1.4,86
Finland,FIN,246,EUR,2012,5408466,9.2,8.3,450,19,47,71,94,231,15,42,69,94,219,94.2,low,moderate,Advanced Infection,predicted,0.35,19,0,0,VR,6.4,340,0.02,1.4,76
Finland,FIN,246,EUR,2013,5426323,5.02,6.8,370,12,40,71,94,217,8,28,49,68,153,96.85,low,mild,Advanced Infection,predicted,0.32,17,0,0,VR imputed,5.7,310,0.02,1.2,85
France,FRA,250,EUR,1990,56845705,9.92,24,14000,600,1392,2082,2944,7018,557,1276,2166,2983,6982,67.05,medium,mild,Recovery,predicted,1.8,1100,0.45,260,VR,20,11000,2.1,1200,81
France,FRA,250,EUR,1991,57098001,8.53,25,14000,599,1620,2505,3581,8305,394,985,1795,2521,5695,64.85,low,severe,Advanced Infection,predicted,1.7,970,0.48,270,VR,20,11000,2.1,1200,76
France,FRA,250,EUR,1992,57339096,2.16,25,15000,509,1506,2633,3581,8229,461,1233,2170,2907,6771,61.7,low,severe,Advanced Infection,predicted,1.5,870,0.5,290,VR,20,11000,2.1,1200,77
France,FRA,250,EUR,1993,57569991,9.31,25,15000,458,1304,2299,3279,7340,496,1305,2372,3487,7660,91.51,medium,severe,Recovery,predicted,1.7,980,0.5,290,VR,19,11000,2.1,1200,86
France,FRA,250,EUR,1994,57792298,1.25,25,14000,490,1563,2610,3431,8094,319,999,1859,2729,5906,83.98,medium,mild,Advanced Infection,predicted,1.5,870,0.49,280,VR,19,11000,2,1200,84
France,FRA,250,EUR,1995,58008958,8.19,24,14000,343,1261,1952,2862,6419,584,1542,2334,3121,7581,61.81,medium,severe,Advanced Infection,predicted,1.4,810,0.46,270,VR,18,10000,1.9,1100,84
France,FRA,250,EUR,1996,58216225,3.87,22,13000,556,1423,2028,2682,6689,445,1160,1896,2810,6311,68.85,medium,moderate,Recovery,predicted,1.3,740,0.31,180,VR,17,9800,1.4,830,78
France,FRA,250,EUR,1997,58418324,8.79,21,12000,335,1058,1671,2350,5414,486,1177,2031,2892,6586,75.34,high,mild,Advanced Infection,predicted,1.3,740,0.18,100,VR,16,9100,1,590,75
France,FRA,250,EUR,1998,58635564,8.69,19,11000,327,1113,1779,2351,5570,445,1009,1681,2294,5430,76.41,high,moderate,Early Detection,predicted,1.4,800,0.16,91,VR,14,8400,0.95,560,71
France,FRA,250,EUR,1999,58894671,8.08,17,10000,432,969,1524,2145,5070,369,920,1563,2078,4930,94.44,medium,moderate,Recovery,predicted,1.3,740,0.15,86,VR,13,7800,0.95,560,78
France,FRA,250,EUR,2000,59213096,7.92,16,9300,265,823,1466,1909,4463,380,874,1461,2122,4837,69.03,low,moderate,Advanced Infection,predicted,1.1,680,0.14,83,VR,12,7300,0.94,560,84
France,FRA,250,EUR,2001,59600714,3.12,15,8900,318,858,1343,1795,4314,314,922,1443,1907,4586,95.43,medium,mild,Early Detection,predicted,1.1,630,0.14,85,VR,12,7000,0.95,570,83
France,FRA,250,EUR,2002,60047743,0.9,15,8800,395,984,1468,1966,4814,302,707,1277,1701,3986,72.07,high,mild,Recovery,predicted,0.86,520,0.15,88,VR,11,6800,0.97,580,83
France,FRA,250,EUR,2003,60527640,4.09,14,8700,309,882,1441,2008,4639,215,757,1296,1794,4061,87.32,low,severe,Advanced Infection,predicted,0.9,550,0.16,95,VR,11,6800,1,610,88
France,FRA,250,EUR,2004,61002537,1.82,14,8800,282,804,1403,1968,4458,319,820,1384,1819,4342,96.51,high,severe,Recovery,predicted,0.77,470,0.17,100,VR,11,6800,1,630,75
France,FRA,250,EUR,2005,61444972,6.98,14,8800,344,873,1394,1959,4570,269,784,1296,1882,4230,95.38,medium,severe,Early Detection,predicted,0.73,450,0.16,98,VR,11,6800,1,610,74
France,FRA,250,EUR,2006,61845239,3.53,14,8700,356,889,1346,1851,4442,233,801,1351,1873,4258,52.85,high,severe,Recovery,predicted,0.69,430,0.15,95,VR,11,6600,0.99,610,75
France,FRA,250,EUR,2007,62210877,9.76,13,8400,265,885,1503,2094,4747,332,724,1083,1514,3653,60.29,high,moderate,Advanced Infection,predicted,0.62,380,0.15,91,VR,10,6500,0.99,620,84
France,FRA,250,EUR,2008,62552614,6.45,13,7900,227,763,1239,1820,4048,201,731,1254,1666,3852,73.85,high,mild,Early Detection,predicted,0.6,370,0.14,85,VR,10,6200,0.98,610,87
France,FRA,250,EUR,2009,62888318,8.24,12,7500,199,715,1098,1554,3567,243,705,1280,1705,3933,71.58,low,severe,Recovery,predicted,0.62,390,0.13,79,VR,9.6,6000,0.97,610,82
France,FRA,250,EUR,2010,63230866,1.41,11,7200,237,693,1099,1517,3546,269,677,1159,1549,3654,82.04,high,moderate,Advanced Infection,predicted,0.57,360,0.12,75,VR,9.2,5800,0.96,600,82
France,FRA,250,EUR,2011,63582112,8.63,11,7000,299,777,1297,1809,4182,225,551,864,1178,2818,97.24,low,mild,Advanced Infection,predicted,0.61,390,0.12,75,VR,9,5700,0.95,610,83
France,FRA,250,EUR,2012,63936575,9.24,11,6900,251,633,1004,1423,3311,283,728,1109,1468,3589,55.62,medium,mild,Early Detection,predicted,0.55,350,0.13,80,VR imputed,8.8,5700,0.96,610,83
France,FRA,250,EUR,2013,64291280,4.92,11,7000,263,678,1064,1555,3560,250,662,1068,1460,3440,72.59,medium,mild,Early Detection,predicted,0.52,340,0.14,88,VR imputed,8.8,5600,0.97,620,83
French Polynesia,PYF,258,WPR,1990,198370,6.1,47,93,4,9,13,19,45,4,9,15,20,48,59.62,high,moderate,Recovery,predicted,3.7,7.4,0,0,Indirect,34,68,27.9,443,87
French Polynesia,PYF,258,WPR,1991,202020,7.67,35,71,2,7,11,16,36,3,7,11,15,35,94.71,low,severe,Advanced Infection,predicted,0.95,1.9,0,0,Indirect,28,56,29.6,5754,87
French Polynesia,PYF,258,WPR,1992,205269,1.83,67,140,5,15,26,34,80,5,13,18,24,60,98.23,medium,mild,Early Detection,predicted,5.9,12,0,0,Indirect,46,95,11,1790.3,87
French Polynesia,PYF,258,WPR,1993,208349,5.08,55,110,4,11,16,23,54,5,10,17,24,56,73.94,low,moderate,Advanced Infection,predicted,3.3,7,0,0,Indirect,43,90,1.1,437.5,87
French Polynesia,PYF,258,WPR,1994,211584,4.05,65,140,5,14,21,28,68,6,14,22,30,72,55.2,low,mild,Recovery,predicted,4.9,10,0,0,Indirect,48,100,14.7,1033.2,87
French Polynesia,PYF,258,WPR,1995,215200,1.55,60,130,4,13,22,31,70,4,12,19,25,60,89.26,high,moderate,Early Detection,predicted,3.8,8.2,0,0,Indirect,47,100,1.8,582,47
French Polynesia,PYF,258,WPR,1996,219282,3.74,56,120,4,11,17,24,56,4,13,21,27,64,84.86,high,severe,Recovery,predicted,3.1,6.8,0,0,Indirect,45,99,36.2,1088.7,87
French Polynesia,PYF,258,WPR,1997,223734,0.77,61,140,4,13,22,32,71,6,14,21,29,69,67.73,low,severe,Recovery,predicted,4.2,9.4,0,0,Indirect,47,100,38.4,2540.3,87
French Polynesia,PYF,258,WPR,1998,228380,0.36,79,180,6,16,28,38,88,7,19,29,37,92,94.37,low,mild,Early Detection,predicted,7.4,17,0,0,Indirect,53,120,29.6,4498.7,87
French Polynesia,PYF,258,WPR,1999,232956,1.44,65,150,5,16,26,37,83,5,14,21,27,67,98.79,high,severe,Recovery,predicted,5.4,13,0,0,Indirect,46,110,29.2,1660.1,87
French Polynesia,PYF,258,WPR,2000,237267,9.63,35,84,3,9,14,19,44,2,7,12,18,40,77.89,low,severe,Advanced Infection,predicted,1.2,2.9,0,0,Indirect,30,71,9.7,2657.2,87
French Polynesia,PYF,258,WPR,2001,241276,5.54,33,79,2,7,12,16,37,3,8,13,18,42,78.29,high,moderate,Early Detection,predicted,0.96,2.3,0,0,Indirect,30,71,3,5661.2,87
French Polynesia,PYF,258,WPR,2002,245032,9.66,39,96,4,9,15,21,49,4,9,15,20,47,64.88,low,moderate,Advanced Infection,predicted,2.4,5.8,0,0,Indirect,31,76,32.3,1803.2,87
French Polynesia,PYF,258,WPR,2003,248536,4.38,28,70,3,6,10,14,33,3,7,11,16,37,79.23,high,mild,Recovery,predicted,0.95,2.4,0,0,Indirect,24,59,22.5,4844.2,87
French Polynesia,PYF,258,WPR,2004,251811,3.19,38,94,4,11,17,23,55,3,8,12,16,39,71.98,low,moderate,Early Detection,predicted,2.7,6.7,0,0,Indirect,28,71,27.4,962,87
French Polynesia,PYF,258,WPR,2005,254884,5.11,39,100,3,8,15,21,47,4,11,16,23,53,65.11,high,severe,Advanced Infection,predicted,3.1,7.9,0,0,Indirect,28,72,31.4,1086.9,87
French Polynesia,PYF,258,WPR,2006,257731,4.45,46,120,5,14,21,30,69,3,9,17,23,51,53.36,low,moderate,Advanced Infection,predicted,4.4,11,0,0,Indirect,31,79,16.5,2780.4,87
French Polynesia,PYF,258,WPR,2007,260361,1.15,40,110,3,10,17,24,54,3,10,18,25,56,62.64,medium,severe,Advanced Infection,predicted,3.5,9.2,0,0,Indirect,28,74,5.8,1427,87
French Polynesia,PYF,258,WPR,2008,262877,6.44,25,67,2,6,10,14,32,2,7,11,15,35,59.89,medium,mild,Advanced Infection,predicted,1,2.7,0,0,Indirect,22,58,32,5504.3,87
French Polynesia,PYF,258,WPR,2009,265412,2.24,29,77,3,8,13,19,43,2,6,11,15,34,77.1,low,severe,Advanced Infection,predicted,1.7,4.6,0,0,Indirect,23,61,18.3,309.4,87
French Polynesia,PYF,258,WPR,2010,268065,6.23,22,59,2,6,9,13,30,2,5,9,13,29,80.08,medium,moderate,Recovery,predicted,0.6,1.6,0,0,Indirect,18,47,33.3,3640.6,87
French Polynesia,PYF,258,WPR,2011,270874,6.54,41,110,4,10,16,22,52,3,11,19,25,58,80.43,low,moderate,Recovery,predicted,3.9,11,0,0,Indirect,27,74,17.6,3683,87
French Polynesia,PYF,258,WPR,2012,273814,1.61,26,71,3,6,10,14,32,3,8,12,16,39,69.41,low,moderate,Recovery,predicted,1.4,3.9,0,0,Indirect,21,58,8.7,402.5,87
French Polynesia,PYF,258,WPR,2013,276831,0.71,28,77,4,9,14,20,46,2,6,10,14,31,71.06,medium,moderate,Recovery,predicted,1.8,5,0,0,Indirect,22,60,6.9,4465.3,87
Gabon,GAB,266,AFR,1990,946703,7.83,436,4100,179,376,595,824,1974,169,422,668,867,2126,91.71,low,mild,Recovery,predicted,60,570,2,19,Indirect,230,2200,4.1,39,42
Gabon,GAB,266,AFR,1991,972539,4.65,456,4400,109,357,652,898,2016,168,472,716,1028,2384,73.81,high,severe,Recovery,predicted,64,620,2.9,28,Indirect,238,2300,5.6,54,39
Gabon,GAB,266,AFR,1992,998823,0.68,476,4800,142,388,668,995,2193,173,515,776,1143,2607,99.39,low,moderate,Recovery,predicted,67,670,4,40,Indirect,247,2500,7.6,76,37
Gabon,GAB,266,AFR,1993,1025559,9.95,502,5200,192,473,793,1066,2525,239,540,810,1086,2675,71.98,low,severe,Advanced Infection,predicted,72,740,5.5,56,Indirect,261,2700,10,110,36
Gabon,GAB,266,AFR,1994,1052772,0.67,538,5700,255,622,1065,1439,3381,199,442,686,992,2319,82.48,medium,mild,Recovery,predicted,78,820,7.5,79,Indirect,280,2900,14,150,35
Gabon,GAB,266,AFR,1995,1080477,6.98,591,6400,217,665,1106,1493,3480,190,531,871,1328,2920,52.52,high,severe,Advanced Infection,predicted,86,930,10,110,Indirect,307,3300,18,200,34
Gabon,GAB,266,AFR,1996,1108698,9.84,660,7300,335,790,1231,1678,4034,246,634,1004,1383,3266,82.67,low,moderate,Early Detection,predicted,97,1100,14,150,Indirect,344,3800,25,270,25
Gabon,GAB,266,AFR,1997,1137412,2.47,738,8400,288,827,1372,1802,4288,306,717,1277,1812,4112,92.57,low,severe,Recovery,predicted,110,1200,18,210,Indirect,386,4400,32,370,33
Gabon,GAB,266,AFR,1998,1166525,1.51,820,9600,366,1040,1639,2243,5288,243,831,1407,1830,4312,97.12,low,moderate,Advanced Infection,predicted,122,1400,24,280,Indirect,431,5000,41,480,27
Gabon,GAB,266,AFR,1999,1195919,1.3,898,11000,437,1165,1852,2381,5834,314,1037,1600,2215,5166,99.87,low,moderate,Early Detection,predicted,134,1600,30,350,Indirect,475,5700,51,610,28
Gabon,GAB,266,AFR,2000,1225527,3.1,960,12000,549,1244,1835,2597,6225,355,1009,1772,2640,5775,64.11,low,mild,Early Detection,predicted,143,1800,35,440,Indirect,515,6300,61,750,4
Gabon,GAB,266,AFR,2001,1255299,1.1,1011,13000,479,1361,2000,2663,6503,374,1139,2086,2898,6497,78.77,low,mild,Advanced Infection,predicted,150,1900,41,510,Indirect,548,6900,71,890,36
Gabon,GAB,266,AFR,2002,1285318,6.95,1044,13000,433,1065,1870,2523,5892,525,1372,2211,3000,7108,72.54,high,severe,Advanced Infection,predicted,153,2000,45,580,Indirect,574,7400,79,1000,28
